"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
-1.01040530071998,-0.673413874808911,-0.746071217619563,-0.0977888401770447,-1.85738992717581,-0.981718446242659,-1.04811625882417,-1.26959245875887,0.070265344652317,0.220440585956385,0.566196177534459,0.384047988576741
0.151961929678415,-0.463353255224958,-0.393118350351333,0.995090148709499,-2.19397396720493,-2.11607528807854,-0.79970153590888,-1.50146099222035,1.30958837678895,0.215775001888337,0.20861280966644,0.441869489648873
-0.126175693026046,2.48698978801359,0.976309099091417,0.571628034314137,0.611891231036953,0.788843856646632,-1.0666436342711,1.04367166614968,-0.890724988106477,0.92205836229524,0.0161194509451022,0.630241317851998
0.220449163869956,-0.641785532230018,-0.955864362524547,-0.817282568041993,-0.298053138871048,-0.63891681653138,-0.768105871606227,-0.109098109204682,0.301571684368307,-0.108483251671475,0.73513657630972,1.54372242021887
-0.2954967343254,-1.13863256423122,-0.978264000950364,-1.18340004954329,-0.106527714386856,-0.407611417784861,-0.684670378959478,0.170026077507128,0.586467320608456,1.0417132513772,-0.353908131051919,0.974084044218154
0.37334987209842,0.444610953892704,0.337047792917222,0.124239533140647,-0.746455482548964,-0.409994354411736,1.06923648265105,0.0122655514606534,0.134926110046595,0.540211620208822,-0.315419846462673,0.258022141153381
-0.921896028248689,0.376546861779045,-0.312560984512294,0.840278248831993,-1.46701157930066,-1.64660543215425,-0.611231127140876,-1.55671539115424,-0.739200168377961,0.644685705290159,-0.199197900225766,-0.318366845338113
0.922488063851895,1.64023004292536,0.666470709077739,0.788143786506217,-0.0386498833967763,-0.343331821893419,-0.168667197482786,-0.0409704415459637,0.331341402482429,0.041331961674065,0.0621681378756638,-0.69432394404173
1.49935989384338,0.543744128009338,1.46749658789764,1.02564565865434,0.781751265149868,1.06800044789344,0.634062236832627,0.432052529602712,1.70233431254953,1.27656726035023,1.28044344923515,1.47031267473581
1.08958887507772,1.16263682892554,-0.0225882869870197,-1.16384415553707,-0.496585702628265,-1.75704497157742,-1.31074914003263,-0.436079486206637,0.89352077686909,0.465240103227261,0.618267212413653,0.0265249925621253
0.189604231820718,0.164364871321755,1.22108353644762,1.58449097449411,1.1687981595023,-1.10585958814472,1.16742370303391,0.132316371415077,-0.178309071652799,-0.357403108978059,1.03958848474252,1.88224369117311
0.719935971476613,-0.634602400139157,2.22614397726054,0.329018925951791,-0.0950118604936373,0.438533568636201,0.458404509770264,0.115468490879441,-1.66370624143713,-0.965412811276769,-0.134840978389025,-1.23393242778641
-0.80897813559219,-1.26504385772691,-0.714364010984164,-0.570081030274739,-0.426565774943622,-0.987693166963121,-0.360155643452711,-2.03180006916039,0.64907749041205,0.300358042973637,-0.378968770191067,-0.803593476920578
